year,building-type,benchmark-target,building-type-shorthand,unit,construction-delivery-type
2037,Office - Call Centre,140.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2038,Office - Call Centre,136.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2039,Office - Call Centre,132.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2040,Office - Call Centre,127.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2050,Office - Call Centre,127.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2025,Office - Call Centre,239.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2026,Office - Call Centre,234.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2027,Office - Call Centre,229.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2028,Office - Call Centre,224.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2029,Office - Call Centre,218.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2030,Office - Call Centre,213.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2031,Office - Call Centre,208.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2032,Office - Call Centre,203.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2033,Office - Call Centre,197.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2034,Office - Call Centre,192.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2035,Office - Call Centre,187.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2036,Office - Call Centre,182.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2037,Office - Call Centre,175.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2038,Office - Call Centre,170.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2039,Office - Call Centre,165.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2040,Office - Call Centre,159.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2050,Office - Call Centre,159.0,Call Cen. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2025,Office - Trading Floors,220.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2026,Office - Trading Floors,216.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2027,Office - Trading Floors,211.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2028,Office - Trading Floors,206.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2029,Office - Trading Floors,201.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2030,Office - Trading Floors,196.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2031,Office - Trading Floors,191.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2032,Office - Trading Floors,186.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2033,Office - Trading Floors,182.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2034,Office - Trading Floors,177.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2035,Office - Trading Floors,172.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2036,Office - Trading Floors,167.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2037,Office - Trading Floors,162.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2038,Office - Trading Floors,157.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2039,Office - Trading Floors,152.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2040,Office - Trading Floors,147.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2050,Office - Trading Floors,147.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-in-one-go
2025,Office - Trading Floors,275.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2026,Office - Trading Floors,270.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2027,Office - Trading Floors,264.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2028,Office - Trading Floors,258.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2029,Office - Trading Floors,252.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2030,Office - Trading Floors,245.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2031,Office - Trading Floors,239.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2032,Office - Trading Floors,233.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2033,Office - Trading Floors,228.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2034,Office - Trading Floors,222.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2035,Office - Trading Floors,215.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2036,Office - Trading Floors,209.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2037,Office - Trading Floors,203.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2038,Office - Trading Floors,197.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2039,Office - Trading Floors,190.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2040,Office - Trading Floors,184.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2050,Office - Trading Floors,184.0,Off. Tr. Fl. (NIA),kWh/m²NIA/yr,retrofit-in-one-go
2025,Retail - Supermarket,230.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2026,Retail - Supermarket,224.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2027,Retail - Supermarket,217.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2028,Retail - Supermarket,210.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2029,Retail - Supermarket,204.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2030,Retail - Supermarket,197.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2031,Retail - Supermarket,190.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2032,Retail - Supermarket,184.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2033,Retail - Supermarket,177.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2034,Retail - Supermarket,170.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2035,Retail - Supermarket,164.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2036,Retail - Supermarket,157.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2037,Retail - Supermarket,150.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2038,Retail - Supermarket,144.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2039,Retail - Supermarket,137.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2040,Retail - Supermarket,130.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2050,Retail - Supermarket,130.0,Retail Super M.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Retail - High street retail e.g. dept. store,90.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2026,Retail - High street retail e.g. dept. store,87.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2027,Retail - High street retail e.g. dept. store,84.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2028,Retail - High street retail e.g. dept. store,81.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2029,Retail - High street retail e.g. dept. store,78.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2030,Retail - High street retail e.g. dept. store,75.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2031,Retail - High street retail e.g. dept. store,72.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2032,Retail - High street retail e.g. dept. store,69.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2033,Retail - High street retail e.g. dept. store,66.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2034,Retail - High street retail e.g. dept. store,63.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2035,Retail - High street retail e.g. dept. store,60.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2036,Retail - High street retail e.g. dept. store,57.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2037,Retail - High street retail e.g. dept. store,54.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2038,Retail - High street retail e.g. dept. store,51.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2039,Retail - High street retail e.g. dept. store,48.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2040,Retail - High street retail e.g. dept. store,45.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2050,Retail - High street retail e.g. dept. store,45.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Retail - F&B without catering (a),250.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2026,Retail - F&B without catering (a),243.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2027,Retail - F&B without catering (a),236.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2028,Retail - F&B without catering (a),228.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2029,Retail - F&B without catering (a),221.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2030,Retail - F&B without catering (a),214.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2031,Retail - F&B without catering (a),206.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2032,Retail - F&B without catering (a),199.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2033,Retail - F&B without catering (a),192.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2034,Retail - F&B without catering (a),184.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2035,Retail - F&B without catering (a),177.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2036,Retail - F&B without catering (a),170.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2037,Retail - F&B without catering (a),162.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2038,Retail - F&B without catering (a),155.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2039,Retail - F&B without catering (a),148.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2040,Retail - F&B without catering (a),140.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2050,Retail - F&B without catering (a),140.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Retail - F&B with catering (b),450.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2026,Retail - F&B with catering (b),438.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2027,Retail - F&B with catering (b),425.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2028,Retail - F&B with catering (b),412.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2029,Retail - F&B with catering (b),400.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2030,Retail - F&B with catering (b),387.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2031,Retail - F&B with catering (b),374.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2032,Retail - F&B with catering (b),362.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2033,Retail - F&B with catering (b),349.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2034,Retail - F&B with catering (b),336.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2035,Retail - F&B with catering (b),324.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2036,Retail - F&B with catering (b),311.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2037,Retail - F&B with catering (b),298.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2038,Retail - F&B with catering (b),286.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2039,Retail - F&B with catering (b),273.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2040,Retail - F&B with catering (b),260.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2050,Retail - F&B with catering (b),260.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Retail - Landlord areas (c),80.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2026,Retail - Landlord areas (c),79.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2027,Retail - Landlord areas (c),77.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2028,Retail - Landlord areas (c),75.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2029,Retail - Landlord areas (c),74.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2030,Retail - Landlord areas (c),72.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2031,Retail - Landlord areas (c),70.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2032,Retail - Landlord areas (c),69.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2033,Retail - Landlord areas (c),67.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2034,Retail - Landlord areas (c),65.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2035,Retail - Landlord areas (c),64.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2036,Retail - Landlord areas (c),62.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2037,Retail - Landlord areas (c),60.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2038,Retail - Landlord areas (c),59.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2039,Retail - Landlord areas (c),57.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2040,Retail - Landlord areas (c),55.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2050,Retail - Landlord areas (c),55.0,Retail LL.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Retail - warehouse,100.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2026,Retail - warehouse,97.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2027,Retail - warehouse,94.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2028,Retail - warehouse,90.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2029,Retail - warehouse,87.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2030,Retail - warehouse,84.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2031,Retail - warehouse,80.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2032,Retail - warehouse,77.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2033,Retail - warehouse,74.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2034,Retail - warehouse,70.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2035,Retail - warehouse,67.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2036,Retail - warehouse,64.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2037,Retail - warehouse,60.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2038,Retail - warehouse,57.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2039,Retail - warehouse,54.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2040,Retail - warehouse,50.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2050,Retail - warehouse,50.0,Retail W.H,kWh/m²GIA/yr,retrofit-in-one-go
2025,School - Early years,90.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2026,School - Early years,89.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2027,School - Early years,88.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2028,School - Early years,86.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2029,School - Early years,85.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2030,School - Early years,84.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2031,School - Early years,82.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2032,School - Early years,81.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2033,School - Early years,80.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2034,School - Early years,78.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2035,School - Early years,77.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2036,School - Early years,76.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2037,School - Early years,74.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2038,School - Early years,73.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2039,School - Early years,72.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2040,School - Early years,70.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2050,School - Early years,70.0,School E.Y.,kWh/m²GIA/yr,retrofit-in-one-go
2025,School - Primary,85.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2026,School - Primary,84.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2027,School - Primary,83.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2028,School - Primary,81.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2029,School - Primary,80.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2030,School - Primary,79.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2031,School - Primary,77.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2032,School - Primary,76.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2033,School - Primary,75.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2034,School - Primary,73.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2035,School - Primary,72.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2036,School - Primary,71.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2037,School - Primary,69.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2038,School - Primary,68.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2039,School - Primary,67.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2040,School - Primary,65.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2050,School - Primary,65.0,School Pri.,kWh/m²GIA/yr,retrofit-in-one-go
2025,School - Secondary or SEN,95.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2026,School - Secondary or SEN,94.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2027,School - Secondary or SEN,92.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2028,School - Secondary or SEN,90.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2029,School - Secondary or SEN,89.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2030,School - Secondary or SEN,87.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2031,School - Secondary or SEN,85.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2032,School - Secondary or SEN,84.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2033,School - Secondary or SEN,82.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2034,School - Secondary or SEN,80.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2035,School - Secondary or SEN,79.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2036,School - Secondary or SEN,77.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2037,School - Secondary or SEN,75.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2038,School - Secondary or SEN,74.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2039,School - Secondary or SEN,72.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2040,School - Secondary or SEN,70.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2050,School - Secondary or SEN,70.0,School Sec.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Science and Technology,360.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2026,Science and Technology,351.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2027,Science and Technology,341.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2028,Science and Technology,331.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2029,Science and Technology,322.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2030,Science and Technology,312.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2031,Science and Technology,302.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2032,Science and Technology,293.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2033,Science and Technology,283.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2034,Science and Technology,273.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2035,Science and Technology,264.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2036,Science and Technology,254.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2037,Science and Technology,244.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2038,Science and Technology,235.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2039,Science and Technology,225.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2040,Science and Technology,215.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2050,Science and Technology,215.0,Sci. &Tech.,kWh/m²GIA/yr,retrofit-in-one-go
2025,Sport & Leisure - Dry,210.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2026,Sport & Leisure - Dry,206.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2027,Sport & Leisure - Dry,202.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2028,Sport & Leisure - Dry,198.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2029,Sport & Leisure - Dry,194.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2030,Sport & Leisure - Dry,190.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2031,Sport & Leisure - Dry,186.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2032,Sport & Leisure - Dry,182.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2033,Sport & Leisure - Dry,178.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2034,Sport & Leisure - Dry,174.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2035,Sport & Leisure - Dry,170.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2036,Sport & Leisure - Dry,166.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2037,Sport & Leisure - Dry,162.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2038,Sport & Leisure - Dry,158.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2039,Sport & Leisure - Dry,154.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2040,Sport & Leisure - Dry,150.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2050,Sport & Leisure - Dry,150.0,Sport &L Dry,kWh/m²GIA/yr,retrofit-in-one-go
2025,Sport & Leisure - Wet,500.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2026,Sport & Leisure - Wet,490.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2027,Sport & Leisure - Wet,480.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2028,Sport & Leisure - Wet,470.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2029,Sport & Leisure - Wet,460.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2030,Sport & Leisure - Wet,450.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2031,Sport & Leisure - Wet,440.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2032,Sport & Leisure - Wet,430.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2033,Sport & Leisure - Wet,420.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2034,Sport & Leisure - Wet,410.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2035,Sport & Leisure - Wet,400.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2036,Sport & Leisure - Wet,390.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2037,Sport & Leisure - Wet,380.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2038,Sport & Leisure - Wet,370.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2039,Sport & Leisure - Wet,360.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2040,Sport & Leisure - Wet,350.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2050,Sport & Leisure - Wet,350.0,Sport &L Wet,kWh/m²GIA/yr,retrofit-in-one-go
2025,Sport & Leisure - Fitness,280.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2026,Sport & Leisure - Fitness,275.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2027,Sport & Leisure - Fitness,270.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2028,Sport & Leisure - Fitness,264.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2029,Sport & Leisure - Fitness,259.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2030,Sport & Leisure - Fitness,254.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2031,Sport & Leisure - Fitness,248.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2032,Sport & Leisure - Fitness,243.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2033,Sport & Leisure - Fitness,238.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
2034,Sport & Leisure - Fitness,232.0,Sport &L Fit.,kWh/m²GIA/yr,retrofit-in-one-go
